,Game,Platform,Hours,earnings,whyplay,League,streams,Age,Work,Degree,Playstyle,SPIN_T,SWL_T,GAD_T,Social_Anxiety,Life_Satisfaction,Anxiety_Level,Narcissism,Residence,Birthplace,Residence_ISO3,Birthplace_ISO3
6922,League of Legends,PC,50.0,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",improving,Master,20.0,19,Student at college / university,Bachelor (or equivalent),Multiplayer - online - with strangers,41.0,10,15,Severe,Satisfied, Severe Anxiety,4.0,USA,USA,USA,USA
6953,League of Legends,PC,6.0,I play for fun,improving,Diamond,3.0,18,Unemployed / between jobs,High school diploma (or equivalent),Multiplayer - online - with strangers,16.0,11,3,None,Satisfied,Minimal Anxiety,4.0,USA,USA,USA,USA
6955,League of Legends,PC,30.0,I play for fun,having fun,Platinum,2.0,18,Student at school,None,Multiplayer - online - with real life friends,34.0,25,9,Moderate,Slightly Dissatisfied,Mild Anxiety,3.0,UK,UK,GBR,GBR
6960,League of Legends,PC,14.0,I play for fun,having fun,Silver,8.0,18,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with real life friends,19.0,24,0,None,Slightly Dissatisfied,Minimal Anxiety,2.0,Netherlands,Netherlands,NLD,NLD
6965,League of Legends,PC,9.0,I play for fun,winning,Platinum,7.0,25,Unemployed / between jobs,Bachelor (or equivalent),Multiplayer - online - with strangers,9.0,11,7,None,Satisfied,Mild Anxiety,4.0,Philippines,Philippines,PHL,PHL
6975,League of Legends,PC,8.0,I play for fun,improving,Bronze,20.0,20,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with strangers,63.0,7,21,Very Severe,Extremely Satisfied, Severe Anxiety,1.0,USA,USA,USA,USA
6976,League of Legends,PC,20.0,I play for fun,having fun,Silver,5.0,20,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with real life friends,7.0,19,5,None,Slightly Satisfied,Mild Anxiety,3.0,Canada,Canada,CAN,CAN
6979,League of Legends,PC,25.0,I play for fun,improving,Gold,30.0,18,Student at school,High school diploma (or equivalent),Multiplayer - online - with strangers,18.0,21,9,None,Slightly Dissatisfied,Mild Anxiety,3.0,Canada,Canada,CAN,CAN
6981,League of Legends,PC,15.0,I play for fun,having fun,Gold,15.0,23,Student at college / university,Bachelor (or equivalent),Multiplayer - online - with real life friends,21.0,23,9,Mild,Slightly Dissatisfied,Mild Anxiety,2.0,Belgium,France,BEL,FRA
6990,Counter Strike,PC,10.0,I play for fun,relaxing,Silver,8.0,18,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with strangers,7.0,24,0,None,Slightly Dissatisfied,Minimal Anxiety,2.0,Slovenia,Slovenia,SVN,SVN
7002,League of Legends,PC,15.0,I play for fun,improving,Gold,5.0,18,Student at school,None,Multiplayer - online - with real life friends,10.0,17,9,None,Slightly Satisfied,Mild Anxiety,2.0,Austria,Lithuania,AUT,LTU
7003,League of Legends,PC,50.0,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",having fun,Platinum,4.0,24,Employed,High school diploma (or equivalent),Multiplayer - online - with real life friends,24.0,26,1,Mild,Dissatisfied,Minimal Anxiety,1.0,USA,USA,USA,USA
7019,League of Legends,PC,15.0,I play for fun,winning,Silver,10.0,19,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with real life friends,60.0,24,10,Very Severe,Slightly Dissatisfied,Moderate Anxiety,4.0,USA,USA,USA,USA
7020,League of Legends,PC,21.0,I play for fun,having fun,Gold,6.0,26,Student at college / university,Bachelor (or equivalent),Multiplayer - online - with online acquaintances or teammates,11.0,14,1,None,Satisfied,Minimal Anxiety,1.0,Spain,Spain,ESP,ESP
7023,League of Legends,PC,20.0,I play for fun,improving,Silver,5.0,18,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with online acquaintances or teammates,15.0,22,4,None,Slightly Dissatisfied,Minimal Anxiety,1.0,USA,USA,USA,USA
7027,League of Legends,PC,15.0,I play for fun,improving,Gold,5.0,18,Student at college / university,None,Multiplayer - online - with online acquaintances or teammates,48.0,14,2,Severe,Satisfied,Minimal Anxiety,3.0,USA,USA,USA,USA
7031,League of Legends,PC,15.0,I play for fun,having fun,Platinum,2.0,21,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with real life friends,23.0,27,18,Mild,Dissatisfied, Severe Anxiety,4.0,Germany,Germany,DEU,DEU
7053,League of Legends,PC,14.0,I play for fun,improving,Platinum,5.0,22,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with real life friends,32.0,15,5,Moderate,Slightly Satisfied,Mild Anxiety,1.0,Unknown,Unknown,,
7056,League of Legends,PC,40.0,I play for fun,winning,Gold,35.0,19,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with strangers,15.0,12,12,None,Satisfied,Moderate Anxiety,2.0,USA,USA,USA,USA
7061,Other,PC,35.0,I play for fun,improving,Diamond,1.0,21,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with online acquaintances or teammates,7.0,26,1,None,Dissatisfied,Minimal Anxiety,2.0,Germany,Germany,DEU,DEU
7068,League of Legends,PC,8.0,I play for fun,having fun,Gold,3.0,18,Student at college / university,Bachelor (or equivalent),Multiplayer - online - with strangers,8.0,21,0,None,Slightly Dissatisfied,Minimal Anxiety,1.0,France,France,FRA,FRA
7084,League of Legends,PC,30.0,I play for fun,improving,Diamond,17.0,18,Student at school,High school diploma (or equivalent),Multiplayer - online - with strangers,21.0,9,1,Mild,Extremely Satisfied,Minimal Anxiety,3.0,Croatia,Croatia,HRV,HRV
7085,League of Legends,PC,28.0,I play for fun,having fun,Gold,6.0,20,Student at college / university,High school diploma (or equivalent),Singleplayer,32.0,27,3,Moderate,Dissatisfied,Minimal Anxiety,2.0,USA,USA,USA,USA
7086,League of Legends,PC,10.0,I play for fun,having fun,Gold,25.0,21,Employed,Bachelor (or equivalent),Multiplayer - online - with real life friends,2.0,30,5,None,Dissatisfied,Mild Anxiety,1.0,UK,UK,GBR,GBR
7089,League of Legends,PC,21.0,I play for fun,winning,Platinum,21.0,18,Employed,High school diploma (or equivalent),Multiplayer - online - with real life friends,38.0,11,14,Moderate,Satisfied,Moderate Anxiety,3.0,Canada,Canada,CAN,CAN
7097,League of Legends,PC,20.0,I play for fun,having fun,Gold,0.0,20,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with strangers,13.0,11,1,None,Satisfied,Minimal Anxiety,2.0,Finland,Finland,FIN,FIN
7105,League of Legends,PC,32.0,I play for fun,winning,Gold,18.0,18,Student at school,None,Multiplayer - online - with real life friends,33.0,12,3,Moderate,Satisfied,Minimal Anxiety,3.0,USA,USA,USA,USA
7108,League of Legends,PC,6.0,I play for fun,improving,Diamond,6.0,20,Unemployed / between jobs,Bachelor (or equivalent),Singleplayer,11.0,13,8,None,Satisfied,Mild Anxiety,1.0,Portugal,Portugal,PRT,PRT
7111,League of Legends,PC,30.0,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",improving,Diamond,4.0,20,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with strangers,5.0,15,0,None,Slightly Satisfied,Minimal Anxiety,1.0,France,France,FRA,FRA
7121,League of Legends,PC,14.0,I play for fun,improving,Silver,20.0,22,Employed,High school diploma (or equivalent),Multiplayer - online - with real life friends,11.0,26,2,None,Dissatisfied,Minimal Anxiety,3.0,USA,USA,USA,USA
7126,League of Legends,PC,20.0,I play for fun,having fun,Gold,40.0,21,Student at college / university,High school diploma (or equivalent),Singleplayer,28.0,31,11,Mild,Extremely Dissatisfied,Moderate Anxiety,4.0,Poland,Poland,POL,POL
7131,League of Legends,PC,30.0,I play for fun,having fun,Platinum,5.0,20,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with real life friends,18.0,24,3,None,Slightly Dissatisfied,Minimal Anxiety,3.0,Mexico,Mexico,MEX,MEX
7132,League of Legends,PC,35.0,I play for fun,having fun,Gold,20.0,20,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with real life friends,0.0,30,1,None,Dissatisfied,Minimal Anxiety,2.0,Germany,Germany,DEU,DEU
7160,League of Legends,PC,19.0,I play for fun,improving,Silver,2.0,18,Student at school,High school diploma (or equivalent),Multiplayer - online - with online acquaintances or teammates,54.0,14,17,Very Severe,Satisfied, Severe Anxiety,1.0,USA,USA,USA,USA
7162,League of Legends,PC,10.0,I play for fun,improving,Diamond,10.0,18,Student at school,High school diploma (or equivalent),Multiplayer - online - with real life friends,14.0,25,1,None,Slightly Dissatisfied,Minimal Anxiety,2.0,Germany,Germany,DEU,DEU
7163,Other,PC,20.0,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",having fun,Platinum,0.0,19,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with real life friends,36.0,6,19,Moderate,Extremely Satisfied, Severe Anxiety,1.0,USA,USA,USA,USA
7164,League of Legends,PC,20.0,I play for fun,winning,Silver,4.0,18,Student at school,None,Multiplayer - online - with real life friends,34.0,24,2,Moderate,Slightly Dissatisfied,Minimal Anxiety,3.0,USA,USA,USA,USA
7166,League of Legends,PC,8.0,I play for fun,having fun,Gold,6.0,18,Student at school,High school diploma (or equivalent),Multiplayer - online - with real life friends,31.0,12,11,Moderate,Satisfied,Moderate Anxiety,1.0,Slovenia,Slovenia,SVN,SVN
7168,League of Legends,PC,35.0,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",having fun,Diamond,10.0,19,Student at school,High school diploma (or equivalent),Multiplayer - online - with real life friends,12.0,26,4,None,Dissatisfied,Minimal Anxiety,3.0,Sweden,Sweden,SWE,SWE
7169,League of Legends,PC,30.0,I play for fun,improving,Gold,40.0,18,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with strangers,0.0,5,1,None,Extremely Satisfied,Minimal Anxiety,5.0,USA,USA,USA,USA
7176,Counter Strike,PC,5.0,I play for fun,having fun,Gold,5.0,23,Employed,Bachelor (or equivalent),Singleplayer,8.0,10,0,None,Satisfied,Minimal Anxiety,2.0,USA,USA,USA,USA
7183,League of Legends,PC,18.0,I play for fun,having fun,Platinum,6.0,22,Student at college / university,Bachelor (or equivalent),Multiplayer - online - with real life friends,13.0,17,0,None,Slightly Satisfied,Minimal Anxiety,1.0,Netherlands,Netherlands,NLD,NLD
7203,League of Legends,PC,30.0,I play for fun,having fun,Platinum,2.0,19,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with strangers,42.0,30,5,Severe,Dissatisfied,Mild Anxiety,1.0,Tunisia,Tunisia,TUN,TUN
7225,League of Legends,PC,15.0,I play for fun,having fun,Platinum,4.0,25,Employed,Bachelor (or equivalent),Multiplayer - online - with strangers,3.0,24,0,None,Slightly Dissatisfied,Minimal Anxiety,1.0,Brazil,Brazil,BRA,BRA
7229,League of Legends,PC,20.0,I play for fun,having fun,Silver,5.0,22,Unemployed / between jobs,High school diploma (or equivalent),Multiplayer - online - with real life friends,13.0,27,0,None,Dissatisfied,Minimal Anxiety,1.0,UK,UK,GBR,GBR
7231,League of Legends,PC,12.0,I play for fun,improving,Silver,25.0,18,Student at school,None,Multiplayer - online - with online acquaintances or teammates,15.0,16,2,None,Slightly Satisfied,Minimal Anxiety,1.0,USA,USA,USA,USA
7246,League of Legends,PC,8.0,I play for fun,improving,Gold,16.0,26,Employed,High school diploma (or equivalent),Multiplayer - online - with strangers,10.0,23,3,None,Slightly Dissatisfied,Minimal Anxiety,4.0,Poland,Poland,POL,POL
7250,League of Legends,PC,20.0,I play for fun,improving,Silver,10.0,19,Unemployed / between jobs,None,Singleplayer,11.0,19,2,None,Slightly Satisfied,Minimal Anxiety,2.0,Greece,Albania,GRC,ALB
7258,League of Legends,PC,8.0,I play for fun,improving,Gold,10.0,32,Employed,Bachelor (or equivalent),Multiplayer - online - with strangers,0.0,23,0,None,Slightly Dissatisfied,Minimal Anxiety,2.0,USA,USA,USA,USA
7259,League of Legends,PC,30.0,I play for fun,having fun,Silver,5.0,24,Employed,High school diploma (or equivalent),Multiplayer - online - with real life friends,5.0,8,1,None,Extremely Satisfied,Minimal Anxiety,2.0,UK,Zimbabwe,GBR,ZWE
7269,League of Legends,"Console (PS, Xbox, ...)",21.0,I play for fun,having fun,Gold,5.0,18,Student at school,None,Multiplayer - online - with online acquaintances or teammates,15.0,23,6,None,Slightly Dissatisfied,Mild Anxiety,3.0,Canada,Philippines,CAN,PHL
7271,Counter Strike,PC,28.0,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",relaxing,Diamond,3.0,20,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with real life friends,4.0,22,2,None,Slightly Dissatisfied,Minimal Anxiety,3.0,Poland,Poland,POL,POL
7278,League of Legends,PC,6.0,I play for fun,having fun,Bronze,4.0,21,Student at college / university,High school diploma (or equivalent),Singleplayer,28.0,20,2,Mild,Neutral,Minimal Anxiety,2.0,USA,USA,USA,USA
7289,League of Legends,PC,28.0,I play for fun,having fun,Platinum,4.0,30,Unemployed / between jobs,High school diploma (or equivalent),Multiplayer - online - with strangers,2.0,18,3,None,Slightly Satisfied,Minimal Anxiety,1.0,Finland,Finland,FIN,FIN
7296,League of Legends,PC,15.0,I play for fun,having fun,Silver,5.0,18,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with real life friends,22.0,28,3,Mild,Dissatisfied,Minimal Anxiety,1.0,Canada,Canada,CAN,CAN
7305,League of Legends,PC,10.0,I play for fun,improving,Gold,8.0,19,Student at college / university,None,Multiplayer - online - with real life friends,8.0,14,2,None,Satisfied,Minimal Anxiety,1.0,USA,USA,USA,USA
7308,League of Legends,PC,20.0,I play for fun,improving,Diamond,5.0,23,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with real life friends,19.0,14,3,None,Satisfied,Minimal Anxiety,2.0,USA,USA,USA,USA
7312,League of Legends,PC,17.0,I play for fun,having fun,Gold,20.0,18,Student at school,None,Multiplayer - online - with real life friends,23.0,15,10,Mild,Slightly Satisfied,Moderate Anxiety,1.0,Czech Republic,Czech Republic,CZE,CZE
7324,League of Legends,PC,30.0,I play for fun,having fun,Platinum,3.0,19,Student at college / university,Bachelor (or equivalent),Multiplayer - online - with real life friends,28.0,18,8,Mild,Slightly Satisfied,Mild Anxiety,3.0,USA,Norway,USA,NOR
7326,League of Legends,PC,17.0,I play for fun,improving,Gold,4.0,22,Employed,Master (or equivalent),Multiplayer - online - with real life friends,15.0,20,4,None,Neutral,Minimal Anxiety,2.0,France,France,FRA,FRA
7336,League of Legends,PC,21.0,I play for fun,having fun,Platinum,30.0,21,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with real life friends,47.0,12,9,Severe,Satisfied,Mild Anxiety,1.0,Greece,Greece,GRC,GRC
7369,League of Legends,PC,10.0,I play for fun,having fun,Gold,3.0,36,Employed,Bachelor (or equivalent),Multiplayer - online - with online acquaintances or teammates,10.0,25,4,None,Slightly Dissatisfied,Minimal Anxiety,2.0,USA,USA,USA,USA
7371,League of Legends,PC,10.0,I play for fun,improving,Gold,3.0,19,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with online acquaintances or teammates,5.0,10,6,None,Satisfied,Mild Anxiety,2.0,USA,USA,USA,USA
7373,League of Legends,PC,15.0,I play for fun,improving,Gold,12.0,20,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with real life friends,23.0,11,6,Mild,Satisfied,Mild Anxiety,2.0,Canada,Trinidad & Tobago,CAN,TTO
7375,Counter Strike,PC,20.0,I play for fun,having fun,Silver,0.0,18,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with strangers,15.0,12,2,None,Satisfied,Minimal Anxiety,4.0,UK,Poland,GBR,POL
